objetID;dateReferentiel;route;longueur;prD;depPrD;concessionPrD;absD;cumulD;zD;prF;depPrF;concessionPrF;absF;cumulF;zF;cote;voie;accrochage;anneeMesureTrafic;typeComptageTrafic;typeComptageTrafic_lib;TMJA;ratio_PL;latitudeD;longitudeD;latitudeF;longitudeF
Aprr_41;01/01/2019;A0036;17343;73;25;C;173;93681;0;90;25;C;516;111024;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;27011.0;28,23;47.41622786426799;6.58130945608751;47.37456480369657;6.380283094915366
Aprr_42;01/01/2019;A0036;19072;90;25;C;516;111024;0;109;25;C;588;130096;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;27331.0;27,68;47.37456480369657;6.380283094915366;47.33579808460192;6.153075423863873
Aprr_43;01/01/2019;A0036;14653;109;25;C;588;130096;0;124;25;C;241;144749;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;27057.0;28,07;47.33579808460192;6.153075423863873;47.27826901274409;5.9833715240092085
Aprr_44;01/01/2019;A0036;9350;124;25;C;241;144749;0;133;25;C;591;154099;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;25066.0;27,67;47.27826901274409;5.9833715240092085;47.23554711912757;5.8938625875701085
Aprr_45;01/01/2019;A0036;10669;133;25;C;591;154099;0;144;25;C;260;164768;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29440.0;24,42;47.23554711912757;5.8938625875701085;47.193527279979186;5.776492951840024
Ip6SYEz_section1_Aprr_45;01/01/2019;A0036;490;144;25;C;260;164768;0;144;25;C;750;165258;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29440.0;24,42;47.193527279979186;5.776492951840024;47.19377917784156;5.769856705358092
Ip6SYEz_section2_Aprr_45;01/01/2019;A0036;540;144;25;C;750;165258;0;145;25;C;290;165798;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29440.0;24,42;47.19377917784156;5.769856705358092;47.19323880801805;5.76208257000817
Ip6SYEz_section3_Aprr_45;01/01/2019;A0036;4325;145;25;C;290;165798;0;149;39;C;615;170123;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29440.0;24,42;47.19323880801805;5.76208257000817;47.18628146442208;5.7091396719305
Aprr_46;01/01/2019;A0036;16606;149;39;C;615;170123;0;166;39;C;221;186729;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29665.0;24,37;47.18628146442208;5.7091396719305;47.13851321872648;5.5100996044788335
Aprr_47;01/01/2019;A0036;7399;166;39;C;221;186729;0;173;39;C;620;194128;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;28715.0;24,79;47.13851321872648;5.5100996044788335;47.12929210817949;5.41410981114458
Ip6SYEz_section1_Aprr_47;01/01/2019;A0036;2040;173;39;C;620;194128;0;175;21;C;660;196168;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;28715.0;24,79;47.12929210817949;5.41410981114458;47.12187956284602;5.3901667053505795
Aprr_48;01/01/2019;A0036;6800;175;21;C;660;196168;0;182;21;C;460;202968;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;12848.0;23,97;47.12187956284602;5.3901667053505795;47.07684893873502;5.331659401667568
Ip6SYEz_section1_Aprr_48;01/01/2019;A0036;1110;182;21;C;460;202968;0;183;39;C;570;204078;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;12848.0;23,97;47.07684893873502;5.331659401667568;47.07060581767057;5.319601368458224
Ip6SYEz_section2_Aprr_48;01/01/2019;A0036;12328;183;39;C;570;204078;0;195;21;C;898;216406;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;12848.0;23,97;47.07060581767057;5.319601368458224;47.0324649998648;5.170233439193096
Aprr_49;01/01/2019;A0036;21002;195;21;C;898;216406;0;216;21;C;900;237408;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;12676.0;24,11;47.0324649998648;5.170233439193096;47.05501620180809;4.904652050314717
TMJ19_522;01/01/2019;A0038;20938;0;21;N;0;0;0;21;21;N;0;20938;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11623.0;103;47.25255733892025;4.565822211618117;47.29809855753829;4.80232213652499
TMJ19_524;01/01/2019;A0038;356;34;21;N;700;34653;0;35;21;N;60;35009;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;19052.0;91;47.337067908401686;4.96628650622039;47.336128339405356;4.970795717749664
TMJ19_525;01/01/2019;A0038;298;35;21;N;60;35009;0;35;21;N;358;35307;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;19052.0;91;47.336128339405356;4.970795717749664;47.33478894197562;4.9741984221187385
TMJ19_526;01/01/2019;A0038;632;35;21;N;358;35307;0;36;21;N;0;35939;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;19052.0;91;47.33478894197562;4.9741984221187385;47.33319410707153;4.98068914225915
TMJ19_527;01/01/2019;A0038;140;36;21;N;0;35939;0;36;21;N;140;36079;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;19052.0;91;47.33319410707153;4.98068914225915;47.334091449416114;4.981925156043315
Aprr_50;01/01/2019;A0039;986;0;21;C;0;0;0;0;21;C;986;986;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;28885.0;11,16;47.30279902018897;5.076348076071725;47.29603312114376;5.082527526088045
Aprr_51;01/01/2019;A0039;4513;0;21;C;986;986;0;5;21;C;499;5499;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;28885.0;11,16;47.29603312114376;5.082527526088045;47.27843751536718;5.133436687300381
Aprr_52;01/01/2019;A0039;995;5;21;C;499;5499;0;6;21;C;494;6494;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;14280.0;8,99;47.27843751536718;5.133436687300381;47.27450321843899;5.145220900299121
Aprr_53;01/01/2019;A0039;15074;6;21;C;494;6494;0;21;21;C;568;21568;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;22095.0;12,46;47.27450321843899;5.145220900299121;47.20253308099934;5.304409004625805
Aprr_54;01/01/2019;A0039;11640;21;21;C;568;21568;0;33;21;C;208;33208;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;19569.0;13,82;47.20253308099934;5.304409004625805;47.121804185869536;5.390227098365757
Aprr_55;01/01/2019;A0039;1922;33;21;C;208;33208;0;35;21;C;130;35130;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;25259.0;21,82;47.121804185869536;5.390227098365757;47.10602899866952;5.398587616666964
NNs8W0n_section1_Aprr_55;01/01/2019;A0039;5508;35;21;C;130;35130;0;40;39;C;638;40638;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;25259.0;21,82;47.10602899866952;5.398587616666964;47.06758050705527;5.438422464474737
Aprr_56;01/01/2019;A0039;28260;40;39;C;638;40638;0;68;39;C;898;68898;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;23015.0;23,55;47.06758050705527;5.438422464474737;46.85249787588068;5.570934439353717
Aprr_57;01/01/2019;A0039;9392;68;39;C;898;68898;0;78;39;C;290;78290;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;20299.0;28,93;46.85249787588068;5.570934439353717;46.777031438421965;5.5214666472329
Aprr_58;01/01/2019;A0039;15360;78;39;C;290;78290;0;93;39;C;650;93650;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;19973.0;29,18;46.777031438421965;5.5214666472329;46.66522609040921;5.423443817107066
Aprr_59;01/01/2019;A0039;15;93;39;C;650;93650;0;93;39;C;665;93665;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21269.0;28,49;46.66522609040921;5.423443817107066;46.66510081314495;5.423369925061828
NNs8W0n_section1_Aprr_59;01/01/2019;A0039;1350;93;39;C;665;93665;0;95;71;C;15;95015;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21269.0;28,49;46.66510081314495;5.423369925061828;46.65483462420917;5.414278462954291
NNs8W0n_section2_Aprr_59;01/01/2019;A0039;120;95;71;C;15;95015;0;95;71;C;135;95135;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21269.0;28,49;46.65483462420917;5.414278462954291;46.654007850507895;5.413284879200678
NNs8W0n_section3_Aprr_59;01/01/2019;A0039;13711;95;71;C;135;95135;0;108;71;C;846;108846;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21269.0;28,49;46.654007850507895;5.413284879200678;46.5467436171453;5.3314050556084265
Aprr_60;01/01/2019;A0039;5251;108;71;C;846;108846;0;114;71;C;97;114097;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21891.0;28,14;46.5467436171453;5.3314050556084265;46.50345683625271;5.312339525315098
Aprr_61;01/01/2019;A0039;7114;114;71;C;97;114097;0;121;71;C;211;121211;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21904.0;28,13;46.50345683625271;5.312339525315098;46.446712451653475;5.279645390444786
NNs8W0n_section1_Aprr_61;01/01/2019;A0039;665;121;71;C;211;121211;0;121;71;C;876;121876;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21904.0;28,13;46.446712451653475;5.279645390444786;46.44235747126163;5.273721397845968
Aprr_62;01/01/2019;A0039;23395;121;71;C;876;121876;0;145;1;C;271;145271;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;22295.0;28,03;46.44235747126163;5.273721397845968;46.25000743083946;5.260769420058612
Atmb_1;01/01/2019;A0040;1651;0;74;C;0;0;0;1;74;C;651;1651;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;15255.0;13,23;45.90982982210226;6.710336514326702;45.912873346769885;6.69007490314738
Atmb_2;01/01/2019;A0040;7800;1;74;C;651;1651;0;9;74;C;451;9451;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;19153.0;12,33;45.912873346769885;6.69007490314738;45.963086367326774;6.629926792208325
Atmb_3;01/01/2019;A0040;10510;9;74;C;451;9451;0;19;74;C;961;19961;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21986.0;10,92;45.963086367326774;6.629926792208325;46.04782072299164;6.592578383378656
Atmb_4;01/01/2019;A0040;4135;19;74;C;961;19961;0;24;74;C;96;24096;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;20969.0;11,42;46.04782072299164;6.592578383378656;46.068393974399164;6.549529207663267
Atmb_5;01/01/2019;A0040;9325;24;74;C;96;24096;0;33;74;C;421;33421;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;30450.0;8,37;46.068393974399164;6.549529207663267;46.07028258605973;6.431499144229633
Atmb_6;01/01/2019;A0040;4055;33;74;C;421;33421;0;37;74;C;476;37476;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;35056.0;8,45;46.07028258605973;6.431499144229633;46.07228696771826;6.383653480085505
Atmb_7;01/01/2019;A0040;6869;37;74;C;476;37476;0;44;74;C;345;44345;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;38195.0;8,12;46.07228696771826;6.383653480085505;46.12104352611061;6.330203617805151
Atmb_8;01/01/2019;A0040;2504;44;74;C;345;44345;0;46;74;C;849;46849;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;45512.0;7,26;46.12104352611061;6.330203617805151;46.141277227664354;6.316443089333273
Atmb_9;01/01/2019;A0040;8449;46;74;C;849;46849;0;55;74;C;298;55298;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;40215.0;6,72;46.141277227664354;6.316443089333273;46.181890770237885;6.228028969613901
Atmb_10;01/01/2019;A0040;10474;55;74;C;298;55298;0;65;74;C;772;65772;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;51396.0;6,06;46.181890770237885;6.228028969613901;46.13739312931851;6.121349292853746
Atmb_11;01/01/2019;A0040;1578;65;74;C;772;65772;0;67;74;C;350;67350;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;48673.0;6,36;46.13739312931851;6.121349292853746;46.13371632564362;6.10142179433209
CONTINUITE_2;01/01/2019;A0040;1039;67;74;C;350;67350;0;68;74;C;389;68389;0;I;0;ACCROCHE;;;;;;46.13371632564362;6.10142179433209;46.131312278191885;6.088466817565969
Atmb_12;01/01/2019;A0040;22039;68;74;C;389;68389;0;90;74;C;428;90428;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;24136.0;13,13;46.131312278191885;6.088466817565969;46.066934087643745;5.866501059049134
Atmb_13;01/01/2019;A0040;5972;90;74;C;428;90428;0;96;74;C;400;96400;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;24017.0;14,27;46.066934087643745;5.866501059049134;46.10372866593261;5.819616854082777
h2YAdwk_section1_Atmb_13;01/01/2019;A0040;2693;96;74;C;400;96400;0;99;1;C;93;99093;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;24017.0;14,27;46.10372866593261;5.819616854082777;46.118573089466224;5.797190483716501
Atmb_14;01/01/2019;A0040;3750;99;1;C;93;99093;0;102;1;C;843;102843;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;26267.0;13,36;46.118573089466224;5.797190483716501;46.151318532461595;5.7903991304178986
Aprr_65;01/01/2019;A0040;5;102;1;C;843;102843;0;102;1;C;848;102848;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;26779.0;13,54;46.151318532461595;5.7903991304178986;46.15135536434477;5.7903596462535445
h2YAdwk_section1_Aprr_65;01/01/2019;A0040;13000;102;1;C;848;102848;0;115;1;C;848;115848;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;26779.0;13,54;46.15135536434477;5.7903596462535445;46.1558144744836;5.647813786527949
Aprr_66;01/01/2019;A0040;9194;115;1;C;848;115848;0;125;1;C;42;125042;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;27184.0;13,43;46.1558144744836;5.647813786527949;46.131959770077806;5.545725773301944
Aprr_67;01/01/2019;A0040;1063;125;1;C;42;125042;0;126;1;C;105;126105;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29252.0;12,97;46.131959770077806;5.545725773301944;46.13750403823192;5.534547212355285
Aprr_68;01/01/2019;A0040;19665;126;1;C;105;126105;0;145;1;C;770;145770;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;32940.0;12,54;46.13750403823192;5.534547212355285;46.06932710204292;5.325029083743979
Aprr_69;01/01/2019;A0040;10789;145;1;C;770;145770;0;156;1;C;559;156559;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;40532.0;21,54;46.06932710204292;5.325029083743979;46.14671444751163;5.291714765921533
Aprr_70;01/01/2019;A0040;10401;156;1;C;559;156559;0;166;1;C;960;166960;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;36340.0;24,13;46.14671444751163;5.291714765921533;46.23528955113279;5.279093668867226
Aprr_71;01/01/2019;A0040;2818;166;1;C;960;166960;0;169;1;C;778;169778;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;33696.0;24,3;46.23528955113279;5.279093668867226;46.25375463629881;5.254355811485586
Aprr_72;01/01/2019;A0040;7211;169;1;C;778;169778;0;176;1;C;989;176989;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;14469.0;17,62;46.25375463629881;5.254355811485586;46.26173367738565;5.163393905329443
Aprr_73;01/01/2019;A0040;11611;176;1;C;989;176989;0;188;1;C;600;188600;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;15483.0;15,86;46.26173367738565;5.163393905329443;46.27221210867929;5.015904694082893
Aprr_74;01/01/2019;A0040;9200;188;1;C;600;188600;0;197;1;C;800;197800;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;14560.0;16,02;46.27221210867929;5.015904694082893;46.29773495564582;4.903534071447429
Aprr_75;01/01/2019;A0040;830;197;1;C;800;197800;0;198;1;C;630;198630;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;9576.0;14,07;46.29773495564582;4.903534071447429;46.30369290377138;4.8973399021140525
Aprr_76;01/01/2019;A0040;3263;198;1;C;630;198630;0;201;1;C;893;201893;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;13882.0;13,7;46.30369290377138;4.8973399021140525;46.33001297018996;4.8792309269315375
Aprr_77;01/01/2019;A0040;2267;201;1;C;893;201893;0;204;1;C;160;204160;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;18630.0;9,98;46.33001297018996;4.8792309269315375;46.33856967630998;4.852805556401998
h2YAdwk_section1_Aprr_77;01/01/2019;A0040;440;204;1;C;160;204160;0;204;1;C;600;204600;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;18630.0;9,98;46.33856967630998;4.852805556401998;46.33953555911932;4.8472644016123185
Aprr_78;01/01/2019;A0040;2730;204;1;C;600;204600;0;207;71;C;330;207330;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;7875.0;15,83;46.33953555911932;4.8472644016123185;46.356044828178355;4.82883435927827
Area_1;01/01/2019;A0041;500;0;38;C;0;0;0;0;38;C;500;500;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;50957.0;1,32;45.20053961261372;5.758776353225597;45.20165754368034;5.764905713044815
Area_2;01/01/2019;A0041;1450;0;38;C;500;500;0;1;38;C;950;1950;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;50957.0;1,32;45.20165754368034;5.764905713044815;45.20432598565947;5.783032664762603
Area_3;01/01/2019;A0041;780;1;38;C;950;1950;0;2;38;C;730;2730;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;32089.0;1,32;45.20432598565947;5.783032664762603;45.2061238533223;5.79260749018476
Area_4;01/01/2019;A0041;3010;2;38;C;730;2730;0;5;38;C;740;5740;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;86170.0;3,15;45.2061238533223;5.79260749018476;45.22272256654334;5.821785249353422
Area_5;01/01/2019;A0041;2820;5;38;C;740;5740;0;8;38;C;560;8560;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;70122.0;5,27;45.22272256654334;5.821785249353422;45.23996392357141;5.847233901945128
Area_6;01/01/2019;A0041;3540;8;38;C;560;8560;0;12;38;C;100;12100;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;57160.0;4,04;45.23996392357141;5.847233901945128;45.25720385970598;5.884280753064985
Area_7;01/01/2019;A0041;1480;12;38;C;100;12100;0;13;38;C;580;13580;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;52330.0;4,04;45.25720385970598;5.884280753064985;45.26744401998962;5.896214442086288
Area_8;01/01/2019;A0041;10175;13;38;C;580;13580;0;23;38;C;755;23755;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29668.0;6,09;45.26744401998962;5.896214442086288;45.34399001974324;5.96561438965659
Area_9;01/01/2019;A0041;9445;23;38;C;755;23755;0;33;38;C;200;33200;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;26304.0;6,12;45.34399001974324;5.96561438965659;45.4245574001305;5.998010630182484
Area_10;01/01/2019;A0041;3950;33;38;C;200;33200;0;37;38;C;150;37150;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;27021.0;7,69;45.4245574001305;5.998010630182484;45.45880837916506;6.008804737402993
0rXcqhA_section1_Area_10;01/01/2019;A0041;2849;37;38;C;150;37150;0;39;73;C;999;39999;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;27021.0;7,69;45.45880837916506;6.008804737402993;45.48258829100854;6.022113403780945
CONTINUITE_80;01/01/2019;A0041;501;39;73;C;999;39999;0;39;73;C;1500;40500;0;I;0;ACCROCHE;;;;;;45.48258829100854;6.022113403780945;45.606535682064084;5.888341864932566
Area_11;01/01/2019;A0041;6465;89;73;C;0;40500;0;95;73;C;465;46965;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;45823.0;7,31;45.606535682064084;5.888341864932566;45.65418758121892;5.926050031217219
Area_12;01/01/2019;A0041;7045;95;73;C;465;46965;0;102;73;C;510;54010;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;45105.0;7,14;45.65418758121892;5.926050031217219;45.71574771640473;5.923889488417187
Area_13;01/01/2019;A0041;10240;102;73;C;510;54010;0;112;73;C;750;64250;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;43957.0;6,49;45.71574771640473;5.923889488417187;45.79662349304715;5.972780703483845
0rXcqhA_section1_Area_13;01/01/2019;A0041;3250;112;73;C;750;64250;0;116;74;C;0;67500;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;43957.0;6,49;45.79662349304715;5.972780703483845;45.81582479808661;6.002699345557825
Area_14;01/01/2019;A0041;5950;116;74;C;0;67500;0;121;74;C;950;73450;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;48657.0;6,34;45.81582479808661;6.002699345557825;45.848719759414635;6.056791228474502
Area_15;01/01/2019;A0041;6470;121;74;C;950;73450;0;128;74;C;420;79920;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;49108.0;6,35;45.848719759414635;6.056791228474502;45.90002742889854;6.089792726478333
Area_16;01/01/2019;A0041;5170;128;74;C;420;79920;0;133;74;C;590;85090;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;42579.0;6,53;45.90002742889854;6.089792726478333;45.94189514689188;6.113682765479798
Area_17;01/01/2019;A0041;5910;133;74;C;590;85090;0;139;74;C;500;91000;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;50519.0;5,32;45.94189514689188;6.113682765479798;45.98681160819804;6.12800884967282
zTLor4t_section1_4129;01/01/2019;A0041;50;139;74;C;500;91000;0;139;74;C;550;91050;0;I;0;ACCROCHE;;;;;;45.98681160819804;6.12800884967282;45.987251571707496;6.127894757485002
0rXcqhA_section2_4129;01/01/2019;A0041;540;139;74;C;550;91050;0;140;74;C;90;91590;0;I;0;ACCROCHE;;;;;;45.987251571707496;6.127894757485002;45.99205474552013;6.126946693771221
Adelac_1;01/01/2019;A0041;8050;140;74;C;90;91590;0;148;74;C;140;99640;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;26938.0;3,18;45.99205474552013;6.126946693771221;46.04842174326117;6.08140837756378
Adelac_2;01/01/2019;A0041;10160;148;74;C;140;99640;0;158;74;C;300;109800;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29556.0;3;46.04842174326117;6.08140837756378;46.13348581985876;6.100645922665401
Atmb_17;01/01/2019;A0041N;1700;0;74;C;0;0;0;1;74;C;700;1700;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;49277.0;2,34;46.14872237061074;6.095516347001847;46.13356029561849;6.100146278943585
TMJ19_528;01/01/2019;A0042;229;0;69;N;0;0;0;0;69;N;229;229;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;97507.0;68;45.78383421596225;4.894421405040929;45.784812987751835;4.8969885385862195
TMJ19_529;01/01/2019;A0042;2595,4;0;69;N;229;229;0;2;69;N;830,4;2824,4;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;97507.0;68;45.784812987751835;4.8969885385862195;45.79480003408359;4.926217195325754
TMJ19_530;01/01/2019;A0042;715,7;2;69;N;830,4;2824,4;0;3;69;N;537,1;3540,1;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;97507.0;68;45.79480003408359;4.926217195325754;45.80032773040952;4.927899382877818
TMJ19_531;01/01/2019;A0042;718,9;3;69;N;537,1;3540,1;0;4;69;N;250;4259;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;97507.0;68;45.80032773040952;4.927899382877818;45.80637593291393;4.927315770845357
CONTINUITE_83;01/01/2019;A0042;750;4;69;N;250;4259;0;4;69;N;1000;5009;0;I;0;ACCROCHE;;;;;;45.80637593291393;4.927315770845357;45.81010064066428;4.935341024201377
Aprr_86;01/01/2019;A0042;10;5;1;C;0;5009;0;5;1;C;10;5019;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;62441.0;14,81;45.81010064066428;4.935341024201377;45.8101391842083;4.935457140741425
Aprr_87;01/01/2019;A0042;4060;5;1;C;10;5019;0;9;1;C;70;9079;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;62441.0;14,81;45.8101391842083;4.935457140741425;45.81818394456458;4.986164518456008
Aprr_88;01/01/2019;A0042;3564;9;1;C;70;9079;0;12;1;C;634;12643;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;47639.0;11,75;45.81818394456458;4.986164518456008;45.83212031915537;5.027381658833254
Aprr_89;01/01/2019;A0042;1566;12;1;C;634;12643;0;14;1;C;200;14209;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;62934.0;13,97;45.83212031915537;5.027381658833254;45.83878293598732;5.044839153829902
Aprr_90;01/01/2019;A0042;4310;14;1;C;200;14209;0;18;1;C;510;18519;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;56491.0;14,66;45.83878293598732;5.044839153829902;45.852793194984116;5.096316226176566
Aprr_91;01/01/2019;A0042;6570;18;1;C;510;18519;0;25;1;C;80;25089;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;52960.0;15,21;45.852793194984116;5.096316226176566;45.8622731539814;5.177256381286207
Aprr_92;01/01/2019;A0042;17460;25;1;C;80;25089;0;42;1;C;540;42549;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;39095.0;17,66;45.8622731539814;5.177256381286207;45.98066386994799;5.311584103572603
Aprr_93;01/01/2019;A0042;7362;42;1;C;540;42549;0;49;1;C;902;49911;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;39056.0;18,18;45.98066386994799;5.311584103572603;46.04546864406066;5.32502750012238
Aprr_94;01/01/2019;A0042;2698;49;1;C;902;49911;0;52;1;C;600;52609;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;39596.0;18,08;46.04546864406066;5.32502750012238;46.06864947789834;5.324988632077524
